strategy,time,dir,entry,stop,target,exit,R,outcome,date,n_confirm,partners
LiquidityRun,2025-11-25 03:15:00,SHORT,4145.23,4153.97,4118.98,TARGET,2.716,WIN,2025-11-25,0,
StructureSweep,2025-11-25 06:30:00,LONG,4139.81,4134.4,4155.82,STOP,-1.842,LOSS,2025-11-25,0,
StructureSweep,2025-11-25 13:00:00,SHORT,4138.34,4144.15,4109.16,STOP,-1.784,LOSS,2025-11-25,1,PriorDayLevels
PriorDayLevels,2025-11-25 13:00:00,SHORT,4144.41,4156.84,4039.84,STOP,-1.368,LOSS,2025-11-25,1,StructureSweep
StructureSweep,2025-11-25 14:45:00,LONG,4125.21,4106.92,4150.84,TARGET,1.266,WIN,2025-11-25,0,
LiquiditySweep,2025-11-25 17:30:00,SHORT,4152.48,4165.74,4139.45,TARGET,0.796,WIN,2025-11-25,0,
LiquidityRun,2025-11-25 18:45:00,SHORT,4134.32,4145.69,4100.2,STOP,-1.401,LOSS,2025-11-25,0,
StructureSweep,2025-11-25 21:00:00,LONG,4131.97,4123.5,4159.5,TARGET,2.956,WIN,2025-11-25,0,
LiquiditySweep,2025-11-26 04:15:00,SHORT,4157.63,4168.65,4139.45,STOP,-1.416,LOSS,2025-11-26,1,LiquidityRun
LiquidityRun,2025-11-26 04:15:00,SHORT,4157.63,4168.31,4125.61,STOP,-1.429,LOSS,2025-11-26,1,LiquiditySweep
StructureSweep,2025-11-26 06:15:00,LONG,4158.26,4148.83,4169.42,STOP,-1.484,LOSS,2025-11-26,1,Inducement+FVG
LiquidityRun,2025-11-26 06:15:00,SHORT,4158.26,4164.92,4138.26,STOP,-1.687,LOSS,2025-11-26,1,LiquiditySweep
Inducement+FVG,2025-11-26 06:30:00,LONG,4151.02,4143.16,4159.5,TARGET,0.761,WIN,2025-11-26,1,StructureSweep
LiquiditySweep,2025-11-26 12:15:00,SHORT,4161.9,4177.37,4156.5,TARGET,0.187,WIN,2025-11-26,1,LiquidityRun
LiquidityRun,2025-11-26 12:30:00,SHORT,4158.4,4172.03,4117.5,STOP,-1.336,LOSS,2025-11-26,1,LiquiditySweep
Inducement+FVG,2025-11-26 12:45:00,LONG,4155.23,4150.03,4169.42,STOP,-1.877,LOSS,2025-11-26,1,StructureSweep
Inducement+FVG,2025-11-26 14:00:00,LONG,4147.36,4143.16,4169.42,STOP,-2.085,LOSS,2025-11-26,1,StructureSweep
StructureSweep,2025-11-26 15:15:00,LONG,4156.53,4147.92,4173.6,STOP,-1.53,LOSS,2025-11-26,1,Inducement+FVG
Inducement+FVG,2025-11-27 01:15:00,LONG,4153.66,4148.23,4173.6,STOP,-1.839,LOSS,2025-11-27,0,
LiquidityRun,2025-11-28 03:45:00,SHORT,4184.23,4190.29,4166.05,TARGET,2.586,WIN,2025-11-28,0,
LiquidityRun,2025-11-28 10:00:00,LONG,4173.24,4161.62,4208.11,STOP,-1.394,LOSS,2025-11-28,0,
LiquiditySweep,2025-11-28 15:00:00,SHORT,4189.48,4205.28,4158.02,STOP,-1.292,LOSS,2025-11-28,0,
LiquidityRun,2025-12-01 02:30:00,SHORT,4239.71,4249.76,4209.55,STOP,-1.465,LOSS,2025-12-01,0,
StructureSweep,2025-12-01 05:00:00,LONG,4232.6,4225.12,4256.45,STOP,-1.622,LOSS,2025-12-01,0,
StructureSweep,2025-12-01 08:30:00,SHORT,4242.43,4254.29,4215.43,STOP,-1.394,LOSS,2025-12-01,1,LiquiditySweep
LiquiditySweep,2025-12-01 10:15:00,SHORT,4253.58,4265.81,4232.55,TARGET,1.512,WIN,2025-12-01,2,"LiquidityRun,StructureSweep"
LiquidityRun,2025-12-01 14:00:00,SHORT,4247.27,4260.98,4206.13,TARGET,2.815,WIN,2025-12-01,1,LiquiditySweep
StructureSweep,2025-12-01 23:00:00,LONG,4233.06,4224.8,4244.7,STOP,-1.563,LOSS,2025-12-01,0,
Inducement+FVG,2025-12-02 09:30:00,LONG,4190.41,4178.64,4264.56,STOP,-1.391,LOSS,2025-12-02,1,LiquidityRun
LiquidityRun,2025-12-02 11:30:00,LONG,4197.76,4185.49,4234.56,STOP,-1.376,LOSS,2025-12-02,1,Inducement+FVG
StructureSweep,2025-12-02 14:30:00,SHORT,4218.0,4233.73,4180.94,TARGET,2.196,WIN,2025-12-02,0,
LiquidityRun,2025-12-02 16:45:00,LONG,4184.69,4175.48,4212.3,TARGET,2.727,WIN,2025-12-02,0,
StructureSweep,2025-12-03 12:00:00,SHORT,4207.59,4214.79,4194.48,STOP,-1.644,LOSS,2025-12-03,1,LiquidityRun
PriorDayLevels,2025-12-03 13:00:00,SHORT,4230.86,4243.55,4163.55,EOD,1.502,WIN,2025-12-03,0,
LiquidityRun,2025-12-03 15:00:00,SHORT,4217.65,4227.63,4187.7,STOP,-1.465,LOSS,2025-12-03,1,StructureSweep
StructureSweep,2025-12-03 17:00:00,LONG,4210.96,4196.02,4241.58,STOP,-1.309,LOSS,2025-12-03,0,
LiquidityRun,2025-12-03 17:00:00,SHORT,4210.96,4222.5,4176.36,TARGET,2.782,WIN,2025-12-03,0,
StructureSweep,2025-12-04 00:15:00,SHORT,4211.86,4217.0,4195.2,TARGET,2.753,WIN,2025-12-04,0,
Inducement+FVG,2025-12-04 03:00:00,LONG,4193.21,4187.59,4241.58,STOP,-1.82,LOSS,2025-12-04,1,LiquidityRun
Inducement+FVG,2025-12-04 05:45:00,LONG,4181.08,4175.48,4241.58,TARGET,10.37,WIN,2025-12-04,1,LiquidityRun
LiquidityRun,2025-12-04 06:45:00,LONG,4190.12,4181.61,4215.65,TARGET,2.704,WIN,2025-12-04,1,Inducement+FVG
LiquidityRun,2025-12-04 19:15:00,SHORT,4205.1,4211.56,4185.73,STOP,-1.717,LOSS,2025-12-04,0,
LiquidityRun,2025-12-05 07:45:00,SHORT,4224.44,4230.57,4206.04,STOP,-1.759,LOSS,2025-12-05,0,
LiquidityRun,2025-12-05 16:00:00,SHORT,4203.44,4250.47,4062.35,STOP,-1.099,LOSS,2025-12-05,0,
Inducement+FVG,2025-12-05 19:00:00,LONG,4208.56,4197.96,4230.69,STOP,-1.436,LOSS,2025-12-05,0,
StructureSweep,2025-12-08 02:45:00,SHORT,4208.51,4216.64,4189.8,STOP,-1.57,LOSS,2025-12-08,0,
StructureSweep,2025-12-08 09:00:00,LONG,4209.06,4199.89,4218.96,STOP,-1.504,LOSS,2025-12-08,0,
StructureSweep,2025-12-08 12:00:00,SHORT,4212.31,4217.15,4203.16,TARGET,1.366,WIN,2025-12-08,0,
PriorDayLevels,2025-12-08 15:00:00,LONG,4189.8,4177.23,4208.66,STOP,-1.366,LOSS,2025-12-08,0,
StructureSweep,2025-12-09 02:30:00,LONG,4189.17,4181.83,4197.37,TARGET,0.774,WIN,2025-12-09,1,LiquiditySweep
LiquiditySweep,2025-12-09 06:15:00,LONG,4178.51,4167.82,4195.5,TARGET,1.355,WIN,2025-12-09,1,StructureSweep
StructureSweep,2025-12-09 14:45:00,SHORT,4205.0,4214.51,4170.1,STOP,-1.487,LOSS,2025-12-09,0,
PriorDayLevels,2025-12-09 16:00:00,SHORT,4218.96,4231.62,4176.14,EOD,0.273,WIN,2025-12-09,0,
Inducement+FVG,2025-12-10 05:15:00,LONG,4205.65,4190.31,4221.53,STOP,-1.301,LOSS,2025-12-10,0,
Inducement+FVG,2025-12-10 19:30:00,LONG,4187.52,4179.52,4221.53,TARGET,3.932,WIN,2025-12-10,0,
PriorDayLevels,2025-12-10 20:00:00,SHORT,4221.53,4234.19,4170.1,STOP,-1.368,LOSS,2025-12-10,0,
StructureSweep,2025-12-11 04:45:00,LONG,4213.56,4204.38,4247.78,STOP,-1.504,LOSS,2025-12-11,0,
StructureSweep,2025-12-11 06:15:00,LONG,4213.88,4203.42,4247.78,TARGET,3.0,WIN,2025-12-11,0,
PriorDayLevels,2025-12-11 14:00:00,SHORT,4238.72,4251.44,4181.69,STOP,-1.368,LOSS,2025-12-11,0,
LiquidityRun,2025-12-11 19:00:00,SHORT,4271.39,4281.38,4241.43,STOP,-1.471,LOSS,2025-12-11,0,
Inducement+FVG,2025-12-12 00:45:00,LONG,4269.62,4258.86,4285.96,TARGET,1.279,WIN,2025-12-12,0,
LiquiditySweep,2025-12-12 07:00:00,SHORT,4285.75,4295.34,4266.08,STOP,-1.493,LOSS,2025-12-12,0,
LiquidityRun,2025-12-12 12:15:00,SHORT,4332.52,4338.73,4313.91,STOP,-1.769,LOSS,2025-12-12,0,
LiquidityRun,2025-12-12 15:30:00,SHORT,4317.3,4345.36,4233.14,STOP,-1.17,LOSS,2025-12-12,0,
TridentKillzone,2025-12-12 16:30:00,LONG,4282.13,4272.11,4482.61,BAIL,-0.548,LOSS,2025-12-12,0,
StructureSweep,2025-12-14 23:00:00,SHORT,4302.55,4312.48,4288.4,STOP,-1.478,LOSS,2025-12-14,0,
StructureSweep,2025-12-15 13:00:00,LONG,4335.93,4329.35,4350.35,STOP,-1.725,LOSS,2025-12-15,1,Inducement+FVG
Inducement+FVG,2025-12-15 14:00:00,LONG,4329.03,4323.25,4353.57,STOP,-1.823,LOSS,2025-12-15,1,StructureSweep
Inducement+FVG,2025-12-15 14:45:00,LONG,4323.59,4311.5,4353.57,STOP,-1.393,LOSS,2025-12-15,1,StructureSweep
Inducement+FVG,2025-12-15 15:30:00,LONG,4323.31,4309.65,4353.57,STOP,-1.347,LOSS,2025-12-15,1,StructureSweep
PriorDayLevels,2025-12-15 16:00:00,LONG,4299.86,4286.96,4308.45,STOP,-1.366,LOSS,2025-12-15,2,"Inducement+FVG,LiquidityRun"
Inducement+FVG,2025-12-15 16:30:00,LONG,4296.41,4286.45,4353.57,STOP,-1.474,LOSS,2025-12-15,2,"LiquidityRun,PriorDayLevels"
LiquidityRun,2025-12-15 17:30:00,LONG,4303.99,4295.79,4328.58,STOP,-1.577,LOSS,2025-12-15,2,"Inducement+FVG,PriorDayLevels"
LiquidityRun,2025-12-16 06:00:00,LONG,4286.48,4276.93,4315.11,STOP,-1.493,LOSS,2025-12-16,0,
LiquidityRun,2025-12-16 16:15:00,SHORT,4307.43,4323.53,4259.14,STOP,-1.295,LOSS,2025-12-16,0,
LiquidityRun,2025-12-17 02:45:00,SHORT,4314.27,4323.8,4285.67,STOP,-1.499,LOSS,2025-12-17,0,
LiquidityRun,2025-12-17 07:45:00,SHORT,4317.9,4323.79,4300.22,STOP,-1.807,LOSS,2025-12-17,0,
Inducement+FVG,2025-12-17 08:00:00,LONG,4313.63,4304.88,4335.14,TARGET,2.163,WIN,2025-12-17,1,StructureSweep
StructureSweep,2025-12-17 08:00:00,LONG,4313.63,4303.97,4342.53,TARGET,2.724,WIN,2025-12-17,1,Inducement+FVG
PriorDayLevels,2025-12-17 13:00:00,SHORT,4335.14,4348.14,4271.6,STOP,-1.368,LOSS,2025-12-17,1,LiquidityRun
LiquidityRun,2025-12-17 14:15:00,SHORT,4329.15,4337.39,4304.44,STOP,-1.579,LOSS,2025-12-17,1,PriorDayLevels
Inducement+FVG,2025-12-18 07:00:00,LONG,4330.98,4324.1,4349.3,STOP,-1.691,LOSS,2025-12-18,0,
Inducement+FVG,2025-12-18 09:30:00,LONG,4324.35,4313.92,4349.3,STOP,-1.455,LOSS,2025-12-18,0,
LiquidityRun,2025-12-18 13:45:00,LONG,4336.66,4319.56,4387.93,STOP,-1.278,LOSS,2025-12-18,0,
StructureSweep,2025-12-18 14:45:00,SHORT,4328.52,4334.43,4314.54,STOP,-1.806,LOSS,2025-12-18,3,"LiquidityRun,LiquiditySweep,VolProfileReject"
LiquidityRun,2025-12-18 14:45:00,SHORT,4328.52,4336.84,4303.55,STOP,-1.573,LOSS,2025-12-18,3,"LiquiditySweep,StructureSweep,VolProfileReject"
LiquidityRun,2025-12-18 15:45:00,LONG,4338.22,4329.96,4362.99,TARGET,2.684,WIN,2025-12-18,0,
PriorDayLevels,2025-12-18 16:00:00,SHORT,4349.3,4362.34,4306.45,STOP,-1.368,LOSS,2025-12-18,0,
LiquidityRun,2025-12-18 16:15:00,LONG,4367.22,4336.86,4458.28,STOP,-1.158,LOSS,2025-12-18,0,
LiquiditySweep,2025-12-18 17:00:00,SHORT,4328.65,4370.06,4328.58,TARGET,-0.061,LOSS,2025-12-18,3,"LiquidityRun,StructureSweep,VolProfileReject"
VolProfileReject,2025-12-18 17:00:00,SHORT,4328.65,4379.02,4310.96,TARGET,0.3,WIN,2025-12-18,3,"LiquidityRun,LiquiditySweep,StructureSweep"
LiquidityRun,2025-12-18 17:15:00,SHORT,4327.88,4360.72,4229.39,STOP,-1.146,LOSS,2025-12-18,3,"LiquiditySweep,StructureSweep,VolProfileReject"
StructureSweep,2025-12-19 14:45:00,SHORT,4332.5,4339.41,4320.65,STOP,-1.691,LOSS,2025-12-19,0,
LiquiditySweep,2025-12-22 13:15:00,SHORT,4418.59,4434.17,4406.14,STOP,-1.313,LOSS,2025-12-22,0,
LiquidityRun,2025-12-23 03:15:00,SHORT,4486.85,4493.86,4465.82,STOP,-1.705,LOSS,2025-12-23,0,
LiquidityRun,2025-12-23 12:15:00,SHORT,4485.29,4491.72,4466.01,STOP,-1.769,LOSS,2025-12-23,0,
LiquidityRun,2025-12-23 14:00:00,SHORT,4469.88,4488.98,4412.55,STOP,-1.258,LOSS,2025-12-23,0,
LiquiditySweep,2025-12-23 20:45:00,SHORT,4497.51,4506.86,4478.2,STOP,-1.53,LOSS,2025-12-23,1,StructureSweep
StructureSweep,2025-12-23 21:00:00,SHORT,4491.38,4503.47,4430.55,STOP,-1.409,LOSS,2025-12-23,1,LiquiditySweep
LiquidityRun,2025-12-24 02:15:00,SHORT,4506.8,4522.94,4458.38,TARGET,2.833,WIN,2025-12-24,0,
StructureSweep,2025-12-24 03:00:00,LONG,4485.46,4464.37,4525.99,STOP,-1.233,LOSS,2025-12-24,0,
Inducement+FVG,2025-12-24 14:30:00,LONG,4480.85,4462.63,4525.99,STOP,-1.27,LOSS,2025-12-24,1,LiquidityRun
LiquidityRun,2025-12-24 16:15:00,LONG,4468.39,4456.33,4504.55,TARGET,2.777,WIN,2025-12-24,1,Inducement+FVG
StructureSweep,2025-12-26 11:30:00,LONG,4507.8,4498.95,4523.86,TARGET,1.508,WIN,2025-12-26,0,
LiquiditySweep,2025-12-26 14:30:00,SHORT,4521.04,4540.24,4507.37,STOP,-1.26,LOSS,2025-12-26,1,LiquidityRun
LiquiditySweep,2025-12-26 17:00:00,SHORT,4526.24,4544.51,4512.75,TARGET,0.59,WIN,2025-12-26,1,LiquidityRun
LiquidityRun,2025-12-26 17:00:00,SHORT,4526.24,4543.39,4474.79,STOP,-1.291,LOSS,2025-12-26,1,LiquiditySweep
StructureSweep,2025-12-26 17:30:00,LONG,4516.39,4505.33,4550.22,STOP,-1.448,LOSS,2025-12-26,1,TridentKillzone
TridentKillzone,2025-12-26 18:00:00,LONG,4518.94,4509.84,4700.92,STOP,-4.129,LOSS,2025-12-26,1,StructureSweep
Inducement+FVG,2025-12-29 00:00:00,LONG,4524.07,4510.83,4550.22,STOP,-1.375,LOSS,2025-12-29,0,
Inducement+FVG,2025-12-29 00:30:00,LONG,4489.79,4477.89,4531.29,STOP,-1.414,LOSS,2025-12-29,0,
Inducement+FVG,2025-12-29 07:00:00,LONG,4473.43,4464.57,4550.22,STOP,-1.555,LOSS,2025-12-29,1,LiquidityRun
LiquidityRun,2025-12-29 08:15:00,LONG,4479.92,4474.41,4496.46,STOP,-1.893,LOSS,2025-12-29,1,Inducement+FVG
LiquidityRun,2025-12-29 09:45:00,LONG,4472.18,4464.46,4495.32,STOP,-1.637,LOSS,2025-12-29,1,Inducement+FVG
LiquidityRun,2025-12-29 12:45:00,LONG,4464.2,4452.71,4498.65,STOP,-1.427,LOSS,2025-12-29,0,
LiquidityRun,2025-12-29 20:00:00,LONG,4342.48,4331.47,4375.49,STOP,-1.433,LOSS,2025-12-29,0,
StructureSweep,2025-12-30 00:30:00,SHORT,4340.88,4353.78,4323.33,STOP,-1.371,LOSS,2025-12-30,0,
LiquidityRun,2025-12-30 11:45:00,SHORT,4384.41,4389.97,4367.73,STOP,-1.868,LOSS,2025-12-30,0,
LiquidityRun,2025-12-30 13:30:00,SHORT,4379.62,4401.39,4314.32,TARGET,2.88,WIN,2025-12-30,0,
LiquidityRun,2025-12-31 06:30:00,LONG,4314.56,4297.22,4366.57,TARGET,2.85,WIN,2025-12-31,0,
StructureSweep,2025-12-31 09:45:00,SHORT,4325.88,4341.71,4274.38,STOP,-1.301,LOSS,2025-12-31,0,
StructureSweep,2025-12-31 18:45:00,LONG,4319.3,4311.15,4353.62,STOP,-1.582,LOSS,2025-12-31,0,
TridentKillzone,2026-01-02 09:30:00,LONG,4385.64,4383.33,4431.66,STOP,-7.295,LOSS,2026-01-02,1,StructureSweep
StructureSweep,2026-01-02 13:30:00,LONG,4372.63,4361.47,4399.38,STOP,-1.43,LOSS,2026-01-02,1,TridentKillzone
LiquidityRun,2026-01-02 13:30:00,SHORT,4372.63,4396.96,4299.63,STOP,-1.198,LOSS,2026-01-02,0,
PriorDayLevels,2026-01-02 16:00:00,LONG,4327.66,4314.68,4351.55,STOP,-1.366,LOSS,2026-01-02,0,
LiquiditySweep,2026-01-05 01:00:00,SHORT,4402.95,4427.74,4371.95,STOP,-1.196,LOSS,2026-01-05,0,
LiquidityRun,2026-01-05 11:15:00,SHORT,4417.23,4438.67,4352.91,STOP,-1.227,LOSS,2026-01-05,1,LiquiditySweep
LiquiditySweep,2026-01-05 11:15:00,SHORT,4417.23,4440.41,4401.27,TARGET,0.575,WIN,2026-01-05,1,LiquidityRun
StructureSweep,2026-01-05 13:30:00,LONG,4412.15,4391.5,4440.01,TARGET,1.221,WIN,2026-01-05,0,
LiquiditySweep,2026-01-05 23:00:00,SHORT,4451.64,4467.01,4434.7,TARGET,0.928,WIN,2026-01-05,1,LiquidityRun
LiquidityRun,2026-01-05 23:30:00,SHORT,4442.98,4455.91,4404.21,STOP,-1.379,LOSS,2026-01-05,1,LiquiditySweep
Inducement+FVG,2026-01-05 23:45:00,LONG,4440.33,4425.72,4455.69,TARGET,0.868,WIN,2026-01-05,1,StructureSweep
StructureSweep,2026-01-06 00:30:00,LONG,4436.57,4425.94,4460.32,TARGET,1.983,WIN,2026-01-06,1,Inducement+FVG
LiquiditySweep,2026-01-06 02:00:00,SHORT,4459.6,4467.44,4434.7,STOP,-1.627,LOSS,2026-01-06,1,LiquidityRun
LiquidityRun,2026-01-06 05:45:00,SHORT,4452.58,4471.31,4396.42,STOP,-1.262,LOSS,2026-01-06,1,LiquiditySweep
LiquiditySweep,2026-01-06 05:45:00,SHORT,4452.58,4471.55,4434.7,STOP,-1.259,LOSS,2026-01-06,1,LiquidityRun
Inducement+FVG,2026-01-06 09:45:00,LONG,4446.35,4438.82,4455.69,TARGET,0.885,WIN,2026-01-06,1,StructureSweep
StructureSweep,2026-01-06 10:00:00,LONG,4450.29,4438.15,4476.0,TARGET,1.897,WIN,2026-01-06,2,"Inducement+FVG,LiquidityRun"
LiquidityRun,2026-01-06 11:30:00,LONG,4462.22,4448.62,4503.01,STOP,-1.36,LOSS,2026-01-06,1,StructureSweep
LiquiditySweep,2026-01-06 15:30:00,SHORT,4475.39,4488.73,4454.0,STOP,-1.37,LOSS,2026-01-06,0,
LiquiditySweep,2026-01-06 20:45:00,SHORT,4493.81,4503.69,4477.35,TARGET,1.394,WIN,2026-01-06,0,
Inducement+FVG,2026-01-07 05:30:00,LONG,4452.39,4438.82,4476.0,STOP,-1.36,LOSS,2026-01-07,1,LiquidityRun
LiquidityRun,2026-01-07 07:30:00,LONG,4458.88,4446.53,4495.93,STOP,-1.396,LOSS,2026-01-07,1,Inducement+FVG
Inducement+FVG,2026-01-07 13:15:00,LONG,4442.11,4425.72,4500.54,STOP,-1.297,LOSS,2026-01-07,0,
PriorDayLevels,2026-01-07 15:00:00,LONG,4427.68,4414.39,4500.54,EOD,2.322,WIN,2026-01-07,0,
LiquidityRun,2026-01-07 16:30:00,LONG,4467.63,4446.18,4531.97,STOP,-1.228,LOSS,2026-01-07,0,
StructureSweep,2026-01-07 17:45:00,SHORT,4451.91,4463.86,4423.56,STOP,-1.41,LOSS,2026-01-07,0,
LiquidityRun,2026-01-08 01:15:00,LONG,4455.06,4448.0,4476.26,STOP,-1.693,LOSS,2026-01-08,0,
LiquidityRun,2026-01-08 06:45:00,LONG,4433.36,4423.9,4461.72,STOP,-1.515,LOSS,2026-01-08,0,
LiquidityRun,2026-01-08 09:00:00,LONG,4431.01,4424.25,4451.27,STOP,-1.721,LOSS,2026-01-08,0,
LiquidityRun,2026-01-08 12:45:00,LONG,4427.86,4417.95,4457.58,STOP,-1.491,LOSS,2026-01-08,0,
StructureSweep,2026-01-08 13:30:00,SHORT,4433.21,4440.19,4407.56,STOP,-1.7,LOSS,2026-01-08,0,
LiquidityRun,2026-01-08 18:15:00,SHORT,4452.17,4463.61,4417.86,STOP,-1.429,LOSS,2026-01-08,0,
LiquidityRun,2026-01-08 21:30:00,SHORT,4474.31,4480.42,4455.96,STOP,-1.805,LOSS,2026-01-08,0,
LiquidityRun,2026-01-09 00:30:00,SHORT,4467.75,4475.92,4443.23,STOP,-1.602,LOSS,2026-01-09,0,
StructureSweep,2026-01-09 06:45:00,SHORT,4474.16,4481.89,4458.06,STOP,-1.638,LOSS,2026-01-09,0,
LiquidityRun,2026-01-09 12:30:00,SHORT,4466.0,4476.57,4434.28,STOP,-1.465,LOSS,2026-01-09,0,
PriorDayLevels,2026-01-09 13:00:00,SHORT,4484.2,4497.66,4407.56,STOP,-1.368,LOSS,2026-01-09,0,
LiquidityRun,2026-01-09 13:45:00,LONG,4482.7,4470.19,4520.24,TARGET,2.784,WIN,2026-01-09,0,
LiquidityRun,2026-01-12 01:15:00,SHORT,4582.69,4592.88,4552.13,STOP,-1.496,LOSS,2026-01-12,0,
Inducement+FVG,2026-01-12 11:15:00,LONG,4585.27,4579.84,4601.22,STOP,-1.929,LOSS,2026-01-12,0,
LiquiditySweep,2026-01-12 14:00:00,SHORT,4596.45,4624.29,4578.45,STOP,-1.182,LOSS,2026-01-12,1,LiquidityRun
LiquidityRun,2026-01-12 14:15:00,SHORT,4586.48,4612.5,4508.4,STOP,-1.195,LOSS,2026-01-12,1,LiquiditySweep
LiquidityRun,2026-01-12 16:45:00,SHORT,4616.95,4624.38,4594.64,TARGET,2.628,WIN,2026-01-12,0,
StructureSweep,2026-01-12 18:45:00,LONG,4610.74,4599.03,4630.12,STOP,-1.432,LOSS,2026-01-12,0,
LiquidityRun,2026-01-13 00:00:00,LONG,4593.0,4585.56,4615.3,STOP,-1.679,LOSS,2026-01-13,0,
LiquidityRun,2026-01-13 02:45:00,LONG,4594.24,4582.67,4628.97,STOP,-1.436,LOSS,2026-01-13,1,Inducement+FVG
Inducement+FVG,2026-01-13 05:30:00,LONG,4594.36,4582.67,4630.12,STOP,-1.431,LOSS,2026-01-13,1,LiquidityRun
LiquidityRun,2026-01-13 08:15:00,LONG,4589.98,4577.89,4626.25,STOP,-1.417,LOSS,2026-01-13,1,Inducement+FVG
PriorDayLevels,2026-01-13 14:00:00,SHORT,4630.12,4644.01,4536.24,EOD,2.01,WIN,2026-01-13,0,
LiquidityRun,2026-01-13 16:15:00,SHORT,4598.51,4617.6,4541.26,STOP,-1.266,LOSS,2026-01-13,0,
StructureSweep,2026-01-13 18:00:00,LONG,4594.34,4581.19,4634.74,STOP,-1.384,LOSS,2026-01-13,0,
StructureSweep,2026-01-13 18:30:00,LONG,4600.45,4585.24,4634.74,STOP,-1.332,LOSS,2026-01-13,0,
StructureSweep,2026-01-13 19:15:00,LONG,4593.39,4580.17,4634.74,STOP,-1.381,LOSS,2026-01-13,0,
LiquiditySweep,2026-01-14 05:00:00,SHORT,4634.02,4646.67,4613.49,TARGET,1.404,WIN,2026-01-14,1,LiquidityRun
LiquidityRun,2026-01-14 08:15:00,SHORT,4625.14,4637.03,4589.48,STOP,-1.429,LOSS,2026-01-14,1,LiquiditySweep
LiquidityRun,2026-01-14 09:45:00,SHORT,4630.42,4640.93,4598.9,STOP,-1.486,LOSS,2026-01-14,0,
LiquidityRun,2026-01-14 14:45:00,SHORT,4617.58,4635.73,4563.13,STOP,-1.281,LOSS,2026-01-14,0,
PriorDayLevels,2026-01-14 18:00:00,SHORT,4634.74,4648.64,4569.23,EOD,1.033,WIN,2026-01-14,2,"LiquidityRun,LiquiditySweep"
LiquiditySweep,2026-01-14 19:00:00,SHORT,4636.88,4650.15,4625.93,TARGET,0.615,WIN,2026-01-14,1,PriorDayLevels
LiquidityRun,2026-01-14 21:30:00,SHORT,4621.09,4629.05,4597.21,TARGET,2.652,WIN,2026-01-14,1,PriorDayLevels
Inducement+FVG,2026-01-15 01:30:00,LONG,4602.52,4585.36,4642.06,STOP,-1.294,LOSS,2026-01-15,2,"LiquidityRun,StructureSweep"
StructureSweep,2026-01-15 02:00:00,LONG,4613.9,4592.92,4643.19,STOP,-1.241,LOSS,2026-01-15,2,"Inducement+FVG,LiquidityRun"
LiquidityRun,2026-01-15 02:15:00,LONG,4611.06,4602.38,4637.1,STOP,-1.584,LOSS,2026-01-15,2,"Inducement+FVG,StructureSweep"
LiquidityRun,2026-01-15 06:15:00,LONG,4604.22,4594.41,4633.65,STOP,-1.516,LOSS,2026-01-15,0,
PriorDayLevels,2026-01-15 13:00:00,LONG,4597.14,4583.35,4643.19,STOP,-1.366,LOSS,2026-01-15,1,StructureSweep
StructureSweep,2026-01-15 14:00:00,LONG,4599.87,4578.67,4623.03,TARGET,0.962,WIN,2026-01-15,1,PriorDayLevels
LiquidityRun,2026-01-15 16:45:00,SHORT,4605.61,4616.08,4574.18,STOP,-1.484,LOSS,2026-01-15,0,
Inducement+FVG,2026-01-16 01:00:00,LONG,4603.76,4589.71,4643.19,STOP,-1.36,LOSS,2026-01-16,1,LiquidityRun
LiquidityRun,2026-01-16 04:15:00,LONG,4598.58,4592.81,4615.9,TARGET,2.521,WIN,2026-01-16,1,Inducement+FVG
PriorDayLevels,2026-01-16 15:00:00,LONG,4581.0,4567.25,4624.9,STOP,-1.366,LOSS,2026-01-16,0,
StructureSweep,2026-01-16 15:00:00,SHORT,4615.98,4625.14,4582.6,TARGET,3.343,WIN,2026-01-16,0,
LiquidityRun,2026-01-16 15:30:00,SHORT,4555.51,4612.27,4385.23,STOP,-1.089,LOSS,2026-01-16,0,
StructureSweep,2026-01-16 21:15:00,SHORT,4592.46,4603.15,4536.74,STOP,-1.473,LOSS,2026-01-16,0,
LiquidityRun,2026-01-19 01:15:00,SHORT,4662.07,4676.75,4618.02,STOP,-1.35,LOSS,2026-01-19,0,
StructureSweep,2026-01-19 10:45:00,LONG,4663.78,4656.92,4679.08,TARGET,1.819,WIN,2026-01-19,0,
LiquidityRun,2026-01-19 17:15:00,SHORT,4670.92,4676.23,4654.99,STOP,-1.968,LOSS,2026-01-19,0,
LiquidityRun,2026-01-19 19:15:00,SHORT,4670.93,4680.06,4643.53,STOP,-1.563,LOSS,2026-01-19,0,
StructureSweep,2026-01-19 23:00:00,LONG,4670.87,4661.76,4680.49,STOP,-1.563,LOSS,2026-01-19,0,
LiquidityRun,2026-01-20 10:30:00,SHORT,4724.59,4735.11,4693.02,STOP,-1.495,LOSS,2026-01-20,1,LiquiditySweep
LiquidityRun,2026-01-20 12:15:00,SHORT,4726.69,4735.35,4700.71,STOP,-1.601,LOSS,2026-01-20,1,LiquiditySweep
LiquiditySweep,2026-01-20 13:45:00,SHORT,4737.09,4745.6,4721.58,STOP,-1.613,LOSS,2026-01-20,1,LiquidityRun
LiquiditySweep,2026-01-20 15:15:00,SHORT,4723.89,4751.89,4721.58,STOP,-1.186,LOSS,2026-01-20,1,LiquidityRun
